"","sibs","age","incom16","reg16","res16","pasei10","masei10","granborn","family16","age_num","sibs_num","pasei10_num","masei10_num"
"3023","14",68,"below average","pacific","in open country but not on a farm","14","iap","four","both own mother and father",68,14,14,NA
"3024","0",85,"average","pacific","in a large city (over 250,000)","86.5","37.6","four","both own mother and father",85,0,86.5,37.6
"3026","6",49,"average","mountain","in a large city (over 250,000)","92.8","75.7","four","both own mother and father",49,6,92.8,75.7
"3027","3",41,"below average","foreign","in a small city or town (under 50,000)","39.9","20.8","four","both own mother and father",41,3,39.9,20.8
"3028","0",39,"average","pacific","in a large city (over 250,000)","46.2","38.8","none","both own mother and father",39,0,46.2,38.8
"3029","11",45,"below average","foreign","in open country but not on a farm","14","iap","four","both own mother and father",45,11,14,NA
"3032","10",33,"far below average","pacific","in a medium-size city (50,000-250,000)","41","iap","three","both own mother and father",33,10,41,NA
"3033","6",47,"average","pacific","in a medium-size city (50,000-250,000)","62.7","54.6","two","both own mother and father",47,6,62.7,54.6
"3034","21",89,"below average","west south central","in a small city or town (under 50,000)","62.6","iap","none","both own mother and father",NA,21,62.6,NA
"3035","8",36,"far below average","pacific","in a medium-size city (50,000-250,000)","20.1","iap","four","both own mother and father",36,8,20.1,NA
"3037","8",60,"above average","pacific","in a small city or town (under 50,000)","46","13.6","four","both own mother and father",60,8,46,13.6
"3042","8",71,"average","pacific","in a medium-size city (50,000-250,000)","14","iap","two","both own mother and father",71,8,14,NA
"3043","4",32,"average","pacific","in a large city (over 250,000)","17.1","23.3","none","both own mother and father",32,4,17.1,23.3
"3044","9",80,"average","pacific","in a medium-size city (50,000-250,000)","43","iap","none","both own mother and father",80,9,43,NA
"3045","3",29,"below average","pacific","in a large city (over 250,000)","19.6","iap","four","both own mother and father",29,3,19.6,NA
"3047","7",48,"average","east north central","in a large city (over 250,000)","26.8","20.7","none","both own mother and father",48,7,26.8,20.7
"3048","11",59,"far below average","foreign","farm","39.9","iap","four","both own mother and father",59,11,39.9,NA
"3051","18",45,"far below average","foreign","in open country but not on a farm","iap","iap","four","both own mother and father",45,18,NA,NA
"3052","9",73,"far below average","pacific","in a medium-size city (50,000-250,000)","14","12.4","none","both own mother and father",73,9,14,12.4
"3059","4",60,"average","pacific","farm","20","iap","none","both own mother and father",60,4,20,NA
"3060","2",20,"below average","pacific","in a small city or town (under 50,000)","28.7","13.6","four","both own mother and father",20,2,28.7,13.6
"3063","2",69,"average","pacific","in a large city (over 250,000)","21.5","39.7","none","both own mother and father",69,2,21.5,39.7
"3066","3",58,"don't know","pacific","in a medium-size city (50,000-250,000)","31.2","19.6","none","both own mother and father",58,3,31.2,19.6
"3068","4",56,"above average","pacific","in a large city (over 250,000)","39.7","iap","none","both own mother and father",56,4,39.7,NA
"3069","3",62,"below average","pacific","in a suburb near a large city","14","iap","two","both own mother and father",62,3,14,NA
"3070","1",76,"average","pacific","in a small city or town (under 50,000)","23.3","13.6","one","both own mother and father",76,1,23.3,13.6
"3071","0",38,"average","pacific","in a small city or town (under 50,000)","31.4","25.7","two","both own mother and father",38,0,31.4,25.7
"3078","2",49,"above average","pacific","in a medium-size city (50,000-250,000)","67.7","iap","none","both own mother and father",49,2,67.7,NA
"3079","2",57,"average","pacific","in a suburb near a large city","38.3","38.2","none","both own mother and father",57,2,38.3,38.2
"3081","1",51,"average","pacific","in a suburb near a large city","39.6","24.2","none","both own mother and father",51,1,39.6,24.2
"3084","3",60,"below average","pacific","in a small city or town (under 50,000)","46","iap","one","both own mother and father",60,3,46,NA
"3086","1",36,"above average","pacific","in a small city or town (under 50,000)","65.09999999999999","26.1","none","both own mother and father",36,1,65.1,26.1
"3089","1",68,"above average","pacific","in a small city or town (under 50,000)","84.5","iap","four","both own mother and father",68,1,84.5,NA
"3090","1",27,"average","pacific","in a medium-size city (50,000-250,000)","80.7","76.3","none","both own mother and father",27,1,80.7,76.3
"3091","2",59,"above average","pacific","in open country but not on a farm","67.7","iap","none","both own mother and father",59,2,67.7,NA
"3093","3",62,"average","pacific","in open country but not on a farm","65.3","43","none","both own mother and father",62,3,65.3,43
"3094","1",56,"average","pacific","in a small city or town (under 50,000)","36.2","73.5","none","both own mother and father",56,1,36.2,73.5
"3095","5",19,"average","pacific","in a small city or town (under 50,000)","14","iap","four","both own mother and father",19,5,14,NA
"3098","5",24,"average","pacific","in a small city or town (under 50,000)","45.1","35.8","two","both own mother and father",24,5,45.1,35.8
"3099","1",48,"above average","pacific","in a large city (over 250,000)","57.5","iap","none","both own mother and father",48,1,57.5,NA
"3100","2",75,"below average","pacific","in a small city or town (under 50,000)","46","17","none","both own mother and father",75,2,46,17
"3101","13",42,"above average","east north central","in a small city or town (under 50,000)","81.59999999999999","24.2","one","both own mother and father",42,13,81.6,24.2
"3102","0",64,"below average","east north central","in a suburb near a large city","36.4","76.3","one","both own mother and father",64,0,36.4,76.3
"3106","11",70,"average","pacific","in a medium-size city (50,000-250,000)","27.7","13.2","none","both own mother and father",70,11,27.7,13.2
"3107","2",37,"average","pacific","in open country but not on a farm","38.3","20.1","none","both own mother and father",37,2,38.3,20.1
"3112","1",35,"average","pacific","in a large city (over 250,000)","39.7","67.8","none","both own mother and father",35,1,39.7,67.8
"3113","1",68,"average","pacific","in a medium-size city (50,000-250,000)","43","37.6","none","both own mother and father",68,1,43,37.6
"3114","5",44,"below average","south atlantic","in a large city (over 250,000)","64.90000000000001","21.8","none","both own mother and father",44,5,64.9,21.8
"3115","1",27,"above average","pacific","in a suburb near a large city","83.8","80.90000000000001","none","both own mother and father",27,1,83.8,80.9
"3118","4",31,"far below average","pacific","in a large city (over 250,000)","25.2","24.2","none","both own mother and father",31,4,25.2,24.2
"3119","4",37,"below average","pacific","in a medium-size city (50,000-250,000)","35.3","iap","iap","both own mother and father",37,4,35.3,NA
"3120","0",53,"above average","pacific","in open country but not on a farm","31","iap","none","both own mother and father",53,0,31,NA
"3121","3",62,"average","pacific","in a large city (over 250,000)","46.5","39.7","none","both own mother and father",62,3,46.5,39.7
"3125","2",60,"average","pacific","in a medium-size city (50,000-250,000)","51.8","38.8","one","both own mother and father",60,2,51.8,38.8
"3127","3",56,"average","mountain","farm","92.8","84.2","one","both own mother and father",56,3,92.8,84.2
"3128","2",68,"average","mountain","in a suburb near a large city","33.9","iap","two","both own mother and father",68,2,33.9,NA
"3130","1",47,"below average","west south central","in a small city or town (under 50,000)","iap","iap","none","both own mother and father",47,1,NA,NA
"3132","1",24,"above average","pacific","in a medium-size city (50,000-250,000)","61.4","25.7","none","both own mother and father",24,1,61.4,25.7
"3134","3",29,"above average","pacific","in a medium-size city (50,000-250,000)","84.2","77.2","none","both own mother and father",29,3,84.2,77.2
"3135","2",73,"average","pacific","in a small city or town (under 50,000)","83.8","iap","four","both own mother and father",73,2,83.8,NA
"3136","4",68,"average","pacific","in a small city or town (under 50,000)","57.1","iap","two","both own mother and father",68,4,57.1,NA
"3138","1",72,"average","pacific","in a small city or town (under 50,000)","50.4","75.5","none","both own mother and father",72,1,50.4,75.5
"3142","10",68,"below average","pacific","in open country but not on a farm","20.7","14","four","both own mother and father",68,10,20.7,14
"3144","3",53,"average","pacific","in a small city or town (under 50,000)","75.2","38.8","none","both own mother and father",53,3,75.2,38.8
"3145","2",65,"below average","pacific","in a suburb near a large city","iap","iap","iap","both own mother and father",65,2,NA,NA
"3146","1",45,"above average","pacific","in a small city or town (under 50,000)","32","80.90000000000001","none","both own mother and father",45,1,32,80.9
